lokacija,broj_soba,kvadratura,sprat,novogradnja,centralno_grejanje,lift,parking,uknjizen,stanje,cena,klasa,adresa,latitude,longitude
Tašmajdan,1,25,V+,DA,DA,DA,NE,DA,1,1400,1.3-1.5K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
Uciteljsko naselje,1,30,I-II,DA,DA,NA,NA,NA,NA,1400,1.3-1.5K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
Višnjicka banja,2,25,III-IV,NA,DA,NA,NA,DA,0,1400,1.3-1.5K,"Višnjicka banja, Beograd, Srbija",44.8203945,20.5355783
"Zemun, Save Kovacevica",1,25,III-IV,DA,DA,NA,NA,NA,1,1400,1.3-1.5K,"Zemun, Save Kovacevica, Beograd, Srbija",44.845039,20.392928
Beli dvor,2,68,I-II,NA,DA,NA,NA,DA,NA,1397.058824,1.3-1.5K,"Beli dvor, Beograd, Srbija",44.7657035,20.45334305
Golf naselje,3,68,I-II,DA,NE,NA,NA,DA,2,1397.058824,1.3-1.5K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
"Novi Beograd, Fontana",3,63,V+,NE,DA,DA,DA,DA,2,1396.825397,1.3-1.5K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
Medakovic 1,3,63,I-II,DA,NE,NA,NA,NA,2,1396.825397,1.3-1.5K,"Medakovic 1, Beograd, Srbija",44.7744304,20.4994217
Medakovic 1,3,63,I-II,DA,NE,NA,NA,NA,2,1396.825397,1.3-1.5K,"Medakovic 1, Beograd, Srbija",44.7744304,20.4994217
"Novi Beograd, Studentski grad",3,58,V+,NA,DA,DA,NA,DA,NA,1396.551724,1.3-1.5K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
"Novi Beograd, Sava Centar",4,86,I-II,NE,DA,DA,NE,DA,1,1395.348837,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
Djeram pijaca,3,76,V+,NE,DA,DA,NE,DA,1,1394.736842,1.3-1.5K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
"Novi Beograd, Opština",3,76,III-IV,NE,DA,DA,NE,DA,1,1394.736842,1.3-1.5K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
"Zemun, Save Kovacevica",2,33,I-II,DA,NE,NE,NA,DA,1,1393.939394,1.3-1.5K,"Zemun, Save Kovacevica, Beograd, Srbija",44.845039,20.392928
"Novi Beograd, Opština",2,61,I-II,NE,DA,NE,NE,DA,1,1393.442623,1.3-1.5K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
"Novi Beograd, Studentski grad",3,61,V+,NA,DA,DA,NA,DA,NA,1393.442623,1.3-1.5K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
"Novi Beograd, Sava Centar",2,61,V+,NE,DA,DA,NE,DA,1,1393.442623,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
"Vracar, Kalenic pijaca",3,61,P,NA,DA,NA,NA,DA,1,1393.442623,1.3-1.5K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
Golf naselje,1,28,P,DA,DA,NA,DA,DA,NA,1392.857143,1.3-1.5K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
"Novi Beograd, Hotel Jugoslavija",4,107,V+,NE,DA,DA,NA,DA,1,1392.523364,1.3-1.5K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
Beli dvor,3,64,P,DA,NE,NA,DA,DA,NA,1390.625,1.3-1.5K,"Beli dvor, Beograd, Srbija",44.7657035,20.45334305
Tašmajdan,2,64,V+,NE,DA,DA,DA,DA,1,1390.625,1.3-1.5K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
"Novi Beograd, Fontana",3,59,V+,NE,DA,DA,NE,DA,1,1389.830508,1.3-1.5K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
"Novi Beograd, Blokovi Sava",3,77,P,NA,DA,NA,NA,NA,1,1389.61039,1.3-1.5K,"Novi Beograd, Blokovi Sava, Beograd, Srbija",44.796768,20.393582
Lekino Brdo,1,27,V+,DA,DA,DA,NA,NA,1,1388.888889,1.3-1.5K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
"Novi Beograd, Sava Centar",4,90,III-IV,NE,DA,DA,NE,DA,1,1388.888889,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
"Novi Beograd, Sava Centar",3,72,III-IV,NE,DA,NA,NA,NA,1,1388.888889,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
"Novi Beograd, Sava Centar",2,49,V+,NE,DA,DA,DA,DA,1,1387.755102,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
Donji Dorcol,3,93,I-II,NA,DA,DA,NA,DA,1,1386.021505,1.3-1.5K,"Donji Dorcol, Beograd, Srbija",44.8234872,20.4598404
Višnjicka banja,2,52,I-II,NA,DA,NA,NA,DA,1,1384.615385,1.3-1.5K,"Višnjicka banja, Beograd, Srbija",44.8203945,20.5355783
Vukov Spomenik,2,52,III-IV,NE,NE,NE,NE,DA,2,1384.615385,1.3-1.5K,"Vukov Spomenik, Beograd, Srbija",44.8050568,20.4777413
Košutnjak,4,86,V+,NE,DA,DA,NA,DA,1,1383.72093,1.3-1.5K,"Košutnjak, Beograd, Srbija",44.76675535,20.4326642
"Vracar, Kalenic pijaca",3,65,III-IV,NE,DA,NA,NA,DA,1,1383.076923,1.3-1.5K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
Konjarnik,2,81,V+,NE,DA,DA,DA,DA,NA,1382.716049,1.3-1.5K,"Konjarnik, Beograd, Srbija",44.7841755,20.5055572
"Novi Beograd, Opština",1,34,V+,NE,DA,DA,NA,DA,NA,1382.352941,1.3-1.5K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
"Novi Beograd, Sava Centar",2,55,I-II,NE,DA,DA,NE,DA,1,1381.818182,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
Golf naselje,2,42,I-II,NA,DA,NA,NA,DA,1,1380.952381,1.3-1.5K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
Golf naselje,2,47,III-IV,DA,NE,NA,NA,DA,1,1380.851064,1.3-1.5K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
Filmski grad,2,76,I-II,DA,DA,DA,NE,DA,2,1380.263158,1.3-1.5K,"Filmski grad, Beograd, Srbija",44.7510004,20.4322005
"Novi Beograd, Opština",3,79,I-II,NE,DA,DA,NE,DA,NA,1379.746835,1.3-1.5K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
Konjarnik,4,113,V+,DA,DA,DA,DA,NA,NA,1379.646018,1.3-1.5K,"Konjarnik, Beograd, Srbija",44.7841755,20.5055572
"Konjarnik, Denkova basta",1,29,V+,NA,DA,DA,NA,NA,1,1379.310345,1.3-1.5K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
Filmski grad,2,58,I-II,NE,DA,DA,NE,NA,0,1379.310345,1.3-1.5K,"Filmski grad, Beograd, Srbija",44.7510004,20.4322005
"Bežanijska kosa, stara",2,40,III-IV,NE,DA,NA,DA,DA,NA,1375,1.3-1.5K,"Bežanijska kosa, stara, Beograd, Srbija",44.805016,20.363204
Bogoslovija,1,40,III-IV,NE,DA,DA,DA,DA,1,1375,1.3-1.5K,"Bogoslovija, Beograd, Srbija",44.8154479,20.4907818
"Konjarnik, Denkova basta",1,32,P,NA,DA,NA,NA,NA,NA,1375,1.3-1.5K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
Karaburma,3,64,I-II,DA,DA,DA,NA,NA,2,1375,1.3-1.5K,"Karaburma, Beograd, Srbija",44.8130704,20.5125638
Medakovic 2,1,24,I-II,NA,DA,DA,DA,DA,NA,1375,1.3-1.5K,"Medakovic 2, Beograd, Srbija",44.7749523,20.4997118
"Novi Beograd, Opština",2,96,V+,NE,DA,DA,DA,DA,NA,1375,1.3-1.5K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
"Novi Beograd, Studentski grad",3,72,I-II,NA,DA,DA,NA,DA,NA,1375,1.3-1.5K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
"Novi Beograd, Studentski grad",3,72,I-II,NA,DA,DA,NA,DA,1,1375,1.3-1.5K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
"Novi Beograd, Studentski grad",3,72,I-II,NA,DA,DA,NA,DA,NA,1375,1.3-1.5K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
"Novi Beograd, Studentski grad",3,72,I-II,NA,DA,DA,NA,DA,NA,1375,1.3-1.5K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
Profesorska kolonija,3,80,III-IV,NE,NE,NA,NA,DA,1,1375,1.3-1.5K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
Profesorska kolonija,1,40,V+,NE,NE,DA,DA,DA,1,1375,1.3-1.5K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
Konjarnik,3,91,V+,NE,DA,DA,NE,DA,1,1373.626374,1.3-1.5K,"Konjarnik, Beograd, Srbija",44.7841755,20.5055572
Košutnjak,3,70,I-II,NA,DA,NA,NA,DA,1,1371.428571,1.3-1.5K,"Košutnjak, Beograd, Srbija",44.76675535,20.4326642
Golf naselje,2,62,I-II,NA,DA,DA,NA,DA,2,1370.967742,1.3-1.5K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
Bogoslovija,1,27,I-II,NA,DA,NA,NA,NA,NA,1370.37037,1.3-1.5K,"Bogoslovija, Beograd, Srbija",44.8154479,20.4907818
"Novi Beograd, Opština",4,92,V+,NE,DA,DA,DA,DA,1,1369.565217,1.3-1.5K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
"Bežanijska kosa, stara",2,57,V+,NA,DA,DA,NA,DA,NA,1368.421053,1.3-1.5K,"Bežanijska kosa, stara, Beograd, Srbija",44.805016,20.363204
Cerak,2,57,III-IV,DA,DA,DA,NA,DA,2,1368.421053,1.3-1.5K,"Cerak, Beograd, Srbija",44.7508222,20.4177298
Filmski grad,2,57,III-IV,DA,DA,DA,NE,NA,2,1368.421053,1.3-1.5K,"Filmski grad, Beograd, Srbija",44.7510004,20.4322005
"Novi Beograd, Opština",2,49,III-IV,NE,DA,DA,NE,DA,NA,1367.346939,1.3-1.5K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
Dušanovac,3,82,III-IV,NE,DA,NE,DA,DA,1,1365.853659,1.3-1.5K,"Dušanovac, Beograd, Srbija",44.7863448,20.4795043
"Novi Beograd, Studentski grad",2,41,V+,NE,DA,DA,DA,DA,1,1365.853659,1.3-1.5K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
"Novi Beograd, Studentski grad",1,41,V+,NA,DA,DA,NA,DA,NA,1365.853659,1.3-1.5K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
"Zemun, Save Kovacevica",2,54,I-II,DA,DA,NE,DA,DA,2,1364.814815,1.3-1.5K,"Zemun, Save Kovacevica, Beograd, Srbija",44.845039,20.392928
Autokomanda,1,55,I-II,NA,DA,NA,NA,NA,NA,1363.636364,1.3-1.5K,"Autokomanda, Beograd, Srbija",44.7897953,20.4666487
"Centar, Stari grad",2,44,I-II,NA,NE,NA,NA,DA,2,1363.636364,1.3-1.5K,"Centar, Stari grad, Beograd, Srbija",44.82532475,20.47629282
Cerak,1,33,III-IV,NA,DA,DA,DA,DA,1,1363.636364,1.3-1.5K,"Cerak, Beograd, Srbija",44.7508222,20.4177298
Konjarnik,2,33,V+,DA,DA,DA,NA,DA,1,1363.636364,1.3-1.5K,"Konjarnik, Beograd, Srbija",44.7841755,20.5055572
Uciteljsko naselje,3,55,I-II,DA,NE,NA,NA,NE,1,1363.636364,1.3-1.5K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
"Vracar, Hram",1,22,I-II,NA,NA,NA,NA,NA,NA,1363.636364,1.3-1.5K,"Vracar, Hram, Beograd, Srbija",44.798155,20.46992
"Novi Beograd, Blokovi Sava",2,58,V+,NA,DA,DA,NA,DA,1,1362.068966,1.3-1.5K,"Novi Beograd, Blokovi Sava, Beograd, Srbija",44.796768,20.393582
"Novi Beograd, Blokovi Sava",1,44,P,NA,DA,NA,NA,DA,1,1361.363636,1.3-1.5K,"Novi Beograd, Blokovi Sava, Beograd, Srbija",44.796768,20.393582
"Novi Beograd, Sava Centar",2,44,P,NE,DA,NE,NE,DA,1,1361.363636,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
Kumodraž 1,2,36,V+,NA,DA,NA,NA,DA,1,1361.111111,1.3-1.5K,"Kumodraž 1, Beograd, Srbija",44.7424673,20.5159309
"Novi Beograd, Opština",1,36,V+,NE,DA,DA,NA,DA,NA,1361.111111,1.3-1.5K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
Cukaricka padina,3,72,III-IV,NE,NA,DA,DA,DA,1,1361.111111,1.3-1.5K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Cukaricka padina,3,72,III-IV,NE,NA,DA,DA,DA,1,1361.111111,1.3-1.5K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Bogoslovija,3,75,I-II,NA,NE,NA,DA,DA,2,1360,1.3-1.5K,"Bogoslovija, Beograd, Srbija",44.8154479,20.4907818
"Novi Beograd, Sava Centar",4,89,III-IV,NE,DA,DA,NE,DA,1,1359.550562,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
"Novi Beograd, Sava Centar",4,89,III-IV,NE,DA,DA,DA,DA,1,1359.550562,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
Beli dvor,3,64,I-II,NA,NE,NA,DA,DA,NA,1359.375,1.3-1.5K,"Beli dvor, Beograd, Srbija",44.7657035,20.45334305
Lekino Brdo,1,32,I-II,DA,DA,NA,NA,DA,1,1359.375,1.3-1.5K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
Cerak vinogradi,1,35,III-IV,NA,DA,NA,DA,NA,NA,1357.142857,1.3-1.5K,"Cerak vinogradi, Beograd, Srbija",44.7447844,20.4173697
Filmski grad,2,42,P,DA,DA,NA,NE,DA,2,1357.142857,1.3-1.5K,"Filmski grad, Beograd, Srbija",44.7510004,20.4322005
Golf naselje,3,70,I-II,NA,DA,DA,NA,DA,NA,1357.142857,1.3-1.5K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
Uciteljsko naselje,3,70,I-II,DA,DA,NA,NA,NE,NA,1357.142857,1.3-1.5K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
Cukaricka padina,3,70,I-II,NE,DA,DA,NA,DA,1,1357.142857,1.3-1.5K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
"Novi Beograd, Hotel Jugoslavija",3,73,III-IV,NA,DA,NA,NA,NA,NA,1356.164384,1.3-1.5K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
"Novi Beograd, Sava Centar",3,73,I-II,DA,DA,DA,DA,DA,2,1356.164384,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
"Zemun, Kalvarija",1,25,P,DA,NE,NA,DA,NA,1,1356,1.3-1.5K,"Zemun, Kalvarija, Beograd, Srbija",44.84404465,20.39151464
Dušanovac,2,59,I-II,NE,DA,NE,NA,DA,2,1355.932203,1.3-1.5K,"Dušanovac, Beograd, Srbija",44.7863448,20.4795043
Cukaricka padina,1,31,III-IV,NE,DA,NA,NA,NE,1,1354.83871,1.3-1.5K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Cukaricka padina,1,31,III-IV,NE,DA,NA,NA,NE,1,1354.83871,1.3-1.5K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Uciteljsko naselje,3,55,I-II,DA,NE,NA,NA,NE,2,1354.545455,1.3-1.5K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
Žarkovo,4,79,I-II,NA,NE,NA,NA,NA,NA,1354.43038,1.3-1.5K,"Žarkovo, Beograd, Srbija",44.7594261,20.4137684
Filmski grad,4,96,I-II,NE,DA,DA,DA,DA,2,1354.166667,1.3-1.5K,"Filmski grad, Beograd, Srbija",44.7510004,20.4322005
Golf naselje,2,48,I-II,NA,DA,DA,NA,DA,NA,1354.166667,1.3-1.5K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
Golf naselje,4,96,I-II,DA,DA,NA,NA,NA,2,1354.166667,1.3-1.5K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
"Novi Beograd, Hotel Jugoslavija",2,48,V+,NE,DA,DA,DA,DA,1,1354.166667,1.3-1.5K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
Cukaricka padina,4,96,V+,NA,DA,DA,DA,DA,NA,1354.166667,1.3-1.5K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Cukaricka padina,4,96,V+,NA,DA,DA,DA,DA,NA,1354.166667,1.3-1.5K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
"Bežanijska kosa, Blokovi",3,65,V+,NA,DA,DA,NA,DA,2,1353.846154,1.3-1.5K,"Bežanijska kosa, Blokovi, Beograd, Srbija",44.817451,20.376588
Kalemegdan,3,85,P,NE,DA,NE,NA,DA,NA,1352.941176,1.3-1.5K,"Kalemegdan, Beograd, Srbija",44.8232255,20.45085515
Profesorska kolonija,3,68,III-IV,NE,DA,DA,DA,DA,1,1352.941176,1.3-1.5K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
"Zemun, Save Kovacevica",2,40,P,DA,DA,NE,DA,DA,2,1352.5,1.3-1.5K,"Zemun, Save Kovacevica, Beograd, Srbija",44.845039,20.392928
"Centar, Stari grad",2,54,P,NE,DA,NA,NA,DA,1,1351.851852,1.3-1.5K,"Centar, Stari grad, Beograd, Srbija",44.82532475,20.47629282
Profesorska kolonija,1,27,V+,NE,DA,DA,NA,DA,0,1351.851852,1.3-1.5K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
"Bežanijska kosa, stara",2,37,P,NE,NE,NA,NA,DA,NA,1351.351351,1.3-1.5K,"Bežanijska kosa, stara, Beograd, Srbija",44.805016,20.363204
"Konjarnik, Denkova basta",3,50,III-IV,DA,DA,NA,DA,NA,2,1350,1.3-1.5K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
Filmski grad,1,40,P,DA,NE,DA,NE,DA,2,1350,1.3-1.5K,"Filmski grad, Beograd, Srbija",44.7510004,20.4322005
Filmski grad,1,40,I-II,DA,DA,DA,NE,NA,2,1350,1.3-1.5K,"Filmski grad, Beograd, Srbija",44.7510004,20.4322005
Filmski grad,2,60,I-II,DA,DA,DA,NE,NA,0,1350,1.3-1.5K,"Filmski grad, Beograd, Srbija",44.7510004,20.4322005
Karaburma,1,36,V+,DA,DA,NA,NA,NA,NA,1350,1.3-1.5K,"Karaburma, Beograd, Srbija",44.8130704,20.5125638
Konjarnik,2,40,III-IV,DA,DA,DA,NA,DA,2,1350,1.3-1.5K,"Konjarnik, Beograd, Srbija",44.7841755,20.5055572
Lekino Brdo,1,27,III-IV,DA,NE,NE,NA,DA,1,1350,1.3-1.5K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
Lekino Brdo,1,28,III-IV,DA,NE,NA,NA,DA,1,1350,1.3-1.5K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
"Novi Beograd, Fontana",1,30,III-IV,NA,DA,NA,NE,DA,NA,1300,1.1-1.3K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
"Novi Beograd, Fontana",3,60,V+,NE,DA,DA,NE,DA,1,1300,1.1-1.3K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
Banjica,2,56,I-II,NA,DA,DA,NA,DA,NA,1300,1.1-1.3K,"Banjica, Beograd, Srbija",44.7562005,20.47756
Djeram pijaca,1,40,P,NA,NE,NA,NE,NA,NA,1300,1.1-1.3K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Dušanovac,2,50,P,DA,DA,NE,DA,NA,NA,1300,1.1-1.3K,"Dušanovac, Beograd, Srbija",44.7863448,20.4795043
Filmski grad,2,60,I-II,NE,DA,DA,NE,NA,1,1300,1.1-1.3K,"Filmski grad, Beograd, Srbija",44.7510004,20.4322005
Lekino Brdo,4,110,I-II,DA,DA,NA,DA,DA,1,1300,1.1-1.3K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
Lekino Brdo,2,40,III-IV,DA,DA,DA,NA,NA,2,1300,1.1-1.3K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
Mirijevo 2,2,40,P,DA,DA,NA,NA,NA,2,1300,1.1-1.3K,"Mirijevo 2, Beograd, Srbija",44.7891144,20.532774
Profesorska kolonija,3,73,V+,NE,DA,DA,DA,DA,1,1300,1.1-1.3K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
Uciteljsko naselje,2,50,I-II,NA,DA,DA,NA,DA,0,1300,1.1-1.3K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
"Zemun, Novi grad",2,48,I-II,NE,DA,NA,NE,DA,1,1300,1.1-1.3K,"Zemun, Novi grad, Beograd, Srbija",44.8367127,20.3717998
"Zemun, Novi grad",3,70,I-II,NE,NE,NA,NE,NA,NA,1300,1.1-1.3K,"Zemun, Novi grad, Beograd, Srbija",44.8367127,20.3717998
"Zemun, Kalvarija",3,70,I-II,DA,NE,NA,DA,NA,NA,1300,1.1-1.3K,"Zemun, Kalvarija, Beograd, Srbija",44.84404465,20.39151464
Konjarnik,3,77,I-II,DA,DA,DA,NA,NA,1,1298.701299,1.1-1.3K,"Konjarnik, Beograd, Srbija",44.7841755,20.5055572
Mirijevo 2,2,55,I-II,DA,DA,NE,NA,NA,2,1298.181818,1.1-1.3K,"Mirijevo 2, Beograd, Srbija",44.7891144,20.532774
"Novi Beograd, Blokovi Sava",3,67,P,NA,DA,DA,NA,DA,NA,1297.014925,1.1-1.3K,"Novi Beograd, Blokovi Sava, Beograd, Srbija",44.796768,20.393582
Karaburma,3,54,V+,DA,DA,DA,NA,NA,2,1296.296296,1.1-1.3K,"Karaburma, Beograd, Srbija",44.8130704,20.5125638
Konjarnik,4,81,I-II,NE,DA,DA,NA,DA,2,1296.296296,1.1-1.3K,"Konjarnik, Beograd, Srbija",44.7841755,20.5055572
Uciteljsko naselje,1,27,I-II,DA,NE,NA,NA,NA,1,1296.296296,1.1-1.3K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
Vukov Spomenik,1,27,P,NE,DA,NA,NA,NE,1,1296.296296,1.1-1.3K,"Vukov Spomenik, Beograd, Srbija",44.8050568,20.4777413
"Novi Beograd, Hotel Jugoslavija",1,25,V+,NE,DA,DA,NA,DA,NA,1296,1.1-1.3K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
"Novi Beograd, Studentski grad",3,71,I-II,NA,DA,NA,NA,DA,NA,1295.774648,1.1-1.3K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
"Konjarnik, Denkova basta",1,44,V+,DA,DA,DA,NA,DA,2,1295.454545,1.1-1.3K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
Cukaricka padina,3,78,I-II,NE,DA,DA,NA,NA,1,1294.871795,1.1-1.3K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Cukaricka padina,3,78,I-II,NE,DA,DA,NA,NA,1,1294.871795,1.1-1.3K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Profesorska kolonija,3,75,I-II,NE,DA,NA,NA,DA,0,1293.333333,1.1-1.3K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
Cerak vinogradi,3,58,I-II,NA,DA,DA,NA,NA,NA,1293.103448,1.1-1.3K,"Cerak vinogradi, Beograd, Srbija",44.7447844,20.4173697
"Novi Beograd, Studentski grad",3,58,V+,NA,DA,DA,DA,DA,NA,1293.103448,1.1-1.3K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
"Novi Beograd, Studentski grad",2,58,V+,NE,DA,DA,NA,DA,1,1293.103448,1.1-1.3K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
Kalemegdan,4,85,III-IV,NE,NA,NA,NA,DA,1,1292.941176,1.1-1.3K,"Kalemegdan, Beograd, Srbija",44.8232255,20.45085515
Bogoslovija,1,24,I-II,NA,DA,NA,NA,NA,NA,1291.666667,1.1-1.3K,"Bogoslovija, Beograd, Srbija",44.8154479,20.4907818
"Bežanijska kosa, stara",1,31,P,NA,NE,NA,NA,NE,NA,1290.322581,1.1-1.3K,"Bežanijska kosa, stara, Beograd, Srbija",44.805016,20.363204
"Bežanijska kosa, stara",1,31,I-II,NE,NE,NA,NA,NA,NA,1290.322581,1.1-1.3K,"Bežanijska kosa, stara, Beograd, Srbija",44.805016,20.363204
"Bežanijska kosa, stara",1,31,I-II,NA,NE,NA,NA,NA,NA,1290.322581,1.1-1.3K,"Bežanijska kosa, stara, Beograd, Srbija",44.805016,20.363204
"Bežanijska kosa, Blokovi",3,93,III-IV,DA,DA,DA,NA,DA,2,1290.322581,1.1-1.3K,"Bežanijska kosa, Blokovi, Beograd, Srbija",44.817451,20.376588
"Novi Beograd, Opština",2,45,V+,NE,DA,DA,DA,DA,NA,1288.888889,1.1-1.3K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
"Zemun, Novi grad",2,45,I-II,DA,NE,NA,NE,DA,2,1288.888889,1.1-1.3K,"Zemun, Novi grad, Beograd, Srbija",44.8367127,20.3717998
"Bežanijska kosa, Blokovi",2,59,V+,NA,DA,DA,DA,DA,2,1288.135593,1.1-1.3K,"Bežanijska kosa, Blokovi, Beograd, Srbija",44.817451,20.376588
Medakovic 1,3,80,I-II,NA,NE,NA,NA,NA,NA,1287.5,1.1-1.3K,"Medakovic 1, Beograd, Srbija",44.7744304,20.4994217
Medakovic 1,3,80,I-II,NA,NE,NA,NA,NA,NA,1287.5,1.1-1.3K,"Medakovic 1, Beograd, Srbija",44.7744304,20.4994217
Cukaricka padina,4,101,V+,NE,DA,DA,NA,DA,1,1287.128713,1.1-1.3K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Cukaricka padina,4,101,V+,NE,DA,DA,NA,DA,1,1287.128713,1.1-1.3K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
"Konjarnik, Denkova basta",3,108,V+,DA,DA,DA,DA,DA,2,1287.037037,1.1-1.3K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
"Novi Beograd, Fontana",2,70,V+,DA,DA,DA,DA,DA,2,1285.714286,1.1-1.3K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
Bele Vode,1,35,III-IV,DA,DA,DA,NA,DA,1,1285.714286,1.1-1.3K,"Bele Vode, Beograd, Srbija",44.7504778,20.4060418
